Match-Name,Name,score
"Preston, MD","Preston, MD",100
"Trimont, MN","Trimont, MN",100
"Porum, OK","Porum, OK",100
"Loretto, KY","Loretto, KY",100
"Cape Vincent, NY","Cape Vincent, NY",100
"Bethlehem, GA","Bethlehem, GA",100
"Rosedale, IN","Rosedale, IN",100
"Superior, WI","Superior, WI",100
"Leighton, AL","Leighton, AL",100
"Vernon, FL","Vernon, FL",100
"Wartrace, TN","Wartrace, TN",100
"Round Hill, VA","Round Hill, VA",100
"Ochlocknee, GA","Ochlocknee, GA",100
"Lone Oak, TX","Lone Oak, TX",100
"Deer Creek, IL","Deer Creek, IL",100
"Kasota, MN","Kasota, MN",100
"Puryear, TN","Puryear, TN",100
"Freeport, MN","Freeport, MN",100
"Adams, TN","Adams, TN",100
"Heidelberg, MS","Heidelberg, MS",100
"Coggon, IA","Coggon, IA",100
"Sullivan, WI","Sullivan, WI",100
"Friendship, TN","Friendship, TN",100
"Six Mile, SC","Six Mile, SC",100
"West Mansfield, OH","West Mansfield, OH",100
"Fort Gay, WV","Fort Gay, WV",100
"Mathiston, MS","Mathiston, MS",100
"Cedar Key, FL","Cedar Key, FL",100
"Colton, SD","Colton, SD",100
"Woodlawn, IL","Woodlawn, IL",100
"New Bloomfield, MO","New Bloomfield, MO",100
"Hollow Rock, TN","Hollow Rock, TN",100
"Sebeka, MN","Sebeka, MN",100
"Reeseville, WI","Reeseville, WI",100
"Ellendale, MN","Ellendale, MN",100
"Bokchito, OK","Bokchito, OK",100
"Salisbury, PA","Salisbury, PA",100
"Ohio, OH","Ohio, OH",100
"Queenstown, MD","Queenstown, MD",100
"Medora, IN","Medora, IN",100
"Cascade, MT","Cascade, MT",100
"Minatare, NE","Minatare, NE",100
"Lake Park, MN","Lake Park, MN",100
"Isle, MN","Isle, MN",100
"Richland, MI","Richland, MI",100
"Garden Plain, KS","Garden Plain, KS",100
"Dagsboro, DE","Dagsboro, DE",100
"Smithville, MS","Smithville, MS",100
"Bandera, TX","Bandera, TX",100
"Independence, VA","Independence, VA",100
"White Plains, KY","White Plains, KY",100
"Albany, OH","Albany, OH",100
"Leakesville, MS","Leakesville, MS",100
"Celeste, TX","Celeste, TX",100
"Burnside, KY","Burnside, KY",100
"Perry, KS","Perry, KS",100
"Waynesburg, OH","Waynesburg, OH",100
"Rivesville, WV","Rivesville, WV",100
"Danville, IA","Danville, IA",100
"Santee, SC","Santee, SC",100
"Bowman, SC","Bowman, SC",100
"Tellico Plains, TN","Tellico Plains, TN",100
"Centuria, WI","Centuria, WI",100
"Maxwell, IA","Maxwell, IA",100
"Bloomville, OH","Bloomville, OH",100
"Pomona Park, FL","Pomona Park, FL",100
"Swayzee, IN","Swayzee, IN",100
"Eldon, IA","Eldon, IA",100
"Old Fort, NC","Old Fort, NC",100
"Jupiter Island, FL","Jupiter Island, FL",100
"Wayne, OH","Wayne, OH",100
"Diamond, MO","Diamond, MO",100
"Leland, IL","Leland, IL",100
"Atwood, TN","Atwood, TN",100
"Augusta, MI","Augusta, MI",100
"Avoca, NY","Avoca, NY",100
"Wartburg, TN","Wartburg, TN",100
"Mayville, MI","Mayville, MI",100
"Elk Mound, WI","Elk Mound, WI",100
"Midway, PA","Midway, PA",100
"Lake George, NY","Lake George, NY",100
"Trinidad, TX","Trinidad, TX",100
"Monroe, IN","Monroe, IN",100
"Grand Ridge, FL","Grand Ridge, FL",100
"Gulf Stream, FL","Gulf Stream, FL",100
"Milford Center, OH","Milford Center, OH",100
"Fort Lawn, SC","Fort Lawn, SC",100
"Cleveland, NC","Cleveland, NC",100
"Tunnel Hill, GA","Tunnel Hill, GA",100
"Lake Tanglewood, TX","Lake Tanglewood, TX",100
"Ignacio, CO","Ignacio, CO",100
"Roachdale, IN","Roachdale, IN",100
"Hiawassee, GA","Hiawassee, GA",100
"New Haven, KY","New Haven, KY",100
"Brookport, IL","Brookport, IL",100
"Burlingame, KS","Burlingame, KS",100
"Inverness, MS","Inverness, MS",100
"Pembroke, KY","Pembroke, KY",100
"Carthage, IN","Carthage, IN",100
"Friendsville, TN","Friendsville, TN",100
"Galatia, IL","Galatia, IL",100
"Marblehead, OH","Marblehead, OH",100
"Woodbury, GA","Woodbury, GA",100
"Morrill, NE","Morrill, NE",100
"Butler, OH","Butler, OH",100
"Glendale, OR","Glendale, OR",100
"Silver Lake, IN","Silver Lake, IN",100
"Grace, ID","Grace, ID",100
"Dighton, KS","Dighton, KS",100
"Drexel, MO","Drexel, MO",100
"Lamar, SC","Lamar, SC",100
"Paint, PA","Paint, PA",100
"Collinwood, TN","Collinwood, TN",100
"Hancock, NY","Hancock, NY",100
"Roseville, IL","Roseville, IL",100
"Princeton, IA","Princeton, IA",100
"Gainesboro, TN","Gainesboro, TN",100
"Summerton, SC","Summerton, SC",100
"Millersburg, IN","Millersburg, IN",100
"Onsted, MI","Onsted, MI",100
"Oakland, OR","Oakland, OR",100
"Raymond, IL","Raymond, IL",100
"Lansing, IA","Lansing, IA",100
"Waddington, NY","Waddington, NY",100
"Kiowa, KS","Kiowa, KS",100
"Palmyra, IN","Palmyra, IN",100
"Prentiss, MS","Prentiss, MS",100
"Nashwauk, MN","Nashwauk, MN",100
"Waynetown, IN","Waynetown, IN",100
"Magnolia, NC","Magnolia, NC",100
"Bennet, NE","Bennet, NE",100
"Avonmore, PA","Avonmore, PA",100
"Camp Hill, AL","Camp Hill, AL",100
"Pleasantville, OH","Pleasantville, OH",100
"Mendon, IL","Mendon, IL",100
"Stafford, KS","Stafford, KS",100
"Green Lake, WI","Green Lake, WI",100
"La Conner, WA","La Conner, WA",100
"Hesperia, MI","Hesperia, MI",100
"Central Lake, MI","Central Lake, MI",100
"Temple, OK","Temple, OK",100
"Orlinda, TN","Orlinda, TN",100
"Marine, IL","Marine, IL",100
"Jamestown, IN","Jamestown, IN",100
"Philipsburg, MT","Philipsburg, MT",100
"Pine River, MN","Pine River, MN",100
"Lake Waukomis, MO","Lake Waukomis, MO",100
"Beloit, OH","Beloit, OH",100
"Newark Valley, NY","Newark Valley, NY",100
"Craigsville, VA","Craigsville, VA",100
"Sturgeon, MO","Sturgeon, MO",100
"Allen, OK","Allen, OK",100
"Eden, WI","Eden, WI",100
"Battle Lake, MN","Battle Lake, MN",100
"Cottonwood, ID","Cottonwood, ID",100
"Wyanet, IL","Wyanet, IL",100
"Coldspring, TX","Coldspring, TX",100
"Walker, MN","Walker, MN",100
"Dryden, MI","Dryden, MI",100
"Slaughter, LA","Slaughter, LA",100
"Owen, WI","Owen, WI",100
"Aynor, SC","Aynor, SC",100
"Greenville, IN","Greenville, IN",100
"Henning, TN","Henning, TN",100
"Le Roy, MN","Le Roy, MN",100
"Otego, NY","Otego, NY",100
"Watkins, MN","Watkins, MN",100
"Westphalia, MI","Westphalia, MI",100
"Chesnee, SC","Chesnee, SC",100
"Parrish, AL","Parrish, AL",100
"Utica, MS","Utica, MS",100
"Sheffield, IL","Sheffield, IL",100
"Albany, IL","Albany, IL",100
"Selma, IN","Selma, IN",100
"Oreana, IL","Oreana, IL",100
"Castalia, OH","Castalia, OH",100
"Greenville, FL","Greenville, FL",100
"Rutledge, GA","Rutledge, GA",100
"Roy, WA","Roy, WA",100
"Downs, KS","Downs, KS",100
"Hackett, AR","Hackett, AR",100
"Waynesfield, OH","Waynesfield, OH",100
"Winslow, IN","Winslow, IN",100
"Shalimar, FL","Shalimar, FL",100
"Ridge Farm, IL","Ridge Farm, IL",100
"Hopedale, IL","Hopedale, IL",100
"Hazleton, IA","Hazleton, IA",100
"Otisville, MI","Otisville, MI",100
"Silver Lake, MN","Silver Lake, MN",100
"Rushford, MN","Rushford, MN",100
"Harwood, ND","Harwood, ND",100
"Luthersville, GA","Luthersville, GA",100
"Schoharie, NY","Schoharie, NY",100
"Plainfield, WI","Plainfield, WI",100
"Stoddard, WI","Stoddard, WI",100
"Rockford, IA","Rockford, IA",100
"Ellenboro, NC","Ellenboro, NC",100
"Naches, WA","Naches, WA",100
"Hooper, NE","Hooper, NE",100
"Arena, WI","Arena, WI",100
"Canon, GA","Canon, GA",100
"La Fontaine, IN","La Fontaine, IN",100
"Adair, OK","Adair, OK",100
"Milltown, IN","Milltown, IN",100
"Calhan, CO","Calhan, CO",100
"Oxford, IA","Oxford, IA",100
"Mount Hope, KS","Mount Hope, KS",100
"Pineville, MO","Pineville, MO",100
"Elmwood, WI","Elmwood, WI",100
"Afton, NY","Afton, NY",100
"Lyons, MI","Lyons, MI",100
"Mclean, IL","Mclean, IL",100
"East Sparta, OH","East Sparta, OH",100
"Escalante, UT","Escalante, UT",100
"Mossyrock, WA","Mossyrock, WA",100
"Francesville, IN","Francesville, IN",100
"Cambridge, IA","Cambridge, IA",100
"Chateaugay, NY","Chateaugay, NY",100
"Gray Court, SC","Gray Court, SC",100
"Mankato, KS","Mankato, KS",100
"Davenport, OK","Davenport, OK",100
"Belle Center, OH","Belle Center, OH",100
"Sherwood, OH","Sherwood, OH",100
"Benton, PA","Benton, PA",100
"Menan, ID","Menan, ID",100
"Stone Harbor, NJ","Stone Harbor, NJ",100
"Ogden, IL","Ogden, IL",100
"Melbourne, IA","Melbourne, IA",100
"Edon, OH","Edon, OH",100
"Marengo, IN","Marengo, IN",100
"Henning, MN","Henning, MN",100
"Key Colony Beach, FL","Key Colony Beach, FL",100
"Van Buren, IN","Van Buren, IN",100
"Hazelton, ID","Hazelton, ID",100
"Halifax, PA","Halifax, PA",100
"Colo, IA","Colo, IA",100
"North Bend, OH","North Bend, OH",100
"Woodstock, VT","Woodstock, VT",100
"Richmondville, NY","Richmondville, NY",100
"Kenansville, NC","Kenansville, NC",100
"Braymer, MO","Braymer, MO",100
"Stonington, IL","Stonington, IL",100
"Bunker Hill, IN","Bunker Hill, IN",100
"Folsom, LA","Folsom, LA",100
"Darlington, IN","Darlington, IN",100
"Oriental, NC","Oriental, NC",100
"Tully, NY","Tully, NY",100
"Longport, NJ","Longport, NJ",100
"Oakland, IL","Oakland, IL",100
"Attica, OH","Attica, OH",100
"Shirley, IN","Shirley, IN",100
"Deerfield, MI","Deerfield, MI",100
"Wheatfield, IN","Wheatfield, IN",100
"Decaturville, TN","Decaturville, TN",100
"Linn Valley, KS","Linn Valley, KS",100
"Onamia, MN","Onamia, MN",100
"Dresser, WI","Dresser, WI",100
"New Knoxville, OH","New Knoxville, OH",100
"Galva, KS","Galva, KS",100
"Marathon, NY","Marathon, NY",100
"Farwell, MI","Farwell, MI",100
"Grantsville, MD","Grantsville, MD",100
"Long Grove, IA","Long Grove, IA",100
"Sodus Point, NY","Sodus Point, NY",100
"Benton, KS","Benton, KS",100
"Windsor, NY","Windsor, NY",100
"Winthrop, IA","Winthrop, IA",100
"Pentwater, MI","Pentwater, MI",100
"Brimfield, IL","Brimfield, IL",100
"Mclouth, KS","Mclouth, KS",100
"Madisonville, LA","Madisonville, LA",100
"Sanford, MI","Sanford, MI",100
"Dunkerton, IA","Dunkerton, IA",100
"Shoreham, MI","Shoreham, MI",100
"Lake, MI","Lake, MI",100
"Bloomsbury, NJ","Bloomsbury, NJ",100
"Greenville, GA","Greenville, GA",100
"Middleburg, VA","Middleburg, VA",100
"Jonesville, SC","Jonesville, SC",100
"Huntland, TN","Huntland, TN",100
"Lumberport, WV","Lumberport, WV",100
"Ruston, WA","Ruston, WA",100
"Pellston, MI","Pellston, MI",100
"Emily, MN","Emily, MN",100
"Elkhart, IA","Elkhart, IA",100
"Maben, MS","Maben, MS",100
"Doniphan, NE","Doniphan, NE",100
"New Holland, OH","New Holland, OH",100
"Trezevant, TN","Trezevant, TN",100
"Harmony, PA","Harmony, PA",100
"Spiceland, IN","Spiceland, IN",100
"Rockford, TN","Rockford, TN",100
"Felicity, OH","Felicity, OH",100
"Star, NC","Star, NC",100
"Seligman, MO","Seligman, MO",100
"Illiopolis, IL","Illiopolis, IL",100
"Puxico, MO","Puxico, MO",100
"Mazeppa, MN","Mazeppa, MN",100
"Verona, MO","Verona, MO",100
"Newport, NY","Newport, NY",100
"New Salem, ND","New Salem, ND",100
"Sherrodsville, OH","Sherrodsville, OH",100
"Rives, TN","Rives, TN",100
"Lincoln, MI","Lincoln, MI",100
"Goodrich, TX","Goodrich, TX",100
"Kelleys Island, OH","Kelleys Island, OH",100
"Cedar Hill, TN","Cedar Hill, TN",100
"Fayetteville, OH","Fayetteville, OH",100
"Copperhill, TN","Copperhill, TN",100
"Lake, MS","Lake, MS",100
"Lester, WV","Lester, WV",100
"Morganton, GA","Morganton, GA",100
"Casnovia, MI","Casnovia, MI",100
"De Tour, MI","De Tour, MI",100
"Beech Mountain, NC","Beech Mountain, NC",100
"Plainville, GA","Plainville, GA",100
"West Union, SC","West Union, SC",100
"Luther, MI","Luther, MI",100
"Roca, NE","Roca, NE",100
"Liberty, TN","Liberty, TN",100
"Clayton, MI","Clayton, MI",100
"Wyandotte, OK","Wyandotte, OK",100
"Eubank, KY","Eubank, KY",100
"Dellroy, OH","Dellroy, OH",100
"Honor, MI","Honor, MI",100
"Cameron, NC","Cameron, NC",100
"Esperance, NY","Esperance, NY",100
"Polk, OH","Polk, OH",100
"Fabius, NY","Fabius, NY",100
"Orr, MN","Orr, MN",100
"Toone, TN","Toone, TN",100
"Accident, MD","Accident, MD",100
"Norway, SC","Norway, SC",100
"Hedgesville, WV","Hedgesville, WV",100
"Casar, NC","Casar, NC",100
"Madison, NY","Madison, NY",100
"Magnolia, DE","Magnolia, DE",100
"Larwill, IN","Larwill, IN",100
"Finger, TN","Finger, TN",100
"Vandalia, MI","Vandalia, MI",100
"Silex, MO","Silex, MO",100
"Lodi, NY","Lodi, NY",100
"Burton, TX","Burton, TX",100
"Omer, MI","Omer, MI",100
"Argyle, NY","Argyle, NY",100
"Eutawville, SC","Eutawville, SC",100
"Clifton, VA","Clifton, VA",100
"Ridgeway, SC","Ridgeway, SC",100
"Franklin, PA","Franklin, PA",100
"Hackensack, MN","Hackensack, MN",100
"Boyne Falls, MI","Boyne Falls, MI",100
"Edwardsport, IN","Edwardsport, IN",100
"Good Hope, GA","Good Hope, GA",100
"Tennyson, IN","Tennyson, IN",100
"Winter, WI","Winter, WI",100
"Goldston, NC","Goldston, NC",100
"Lisle, NY","Lisle, NY",100
"Little Mountain, SC","Little Mountain, SC",100
"Lynnville, TN","Lynnville, TN",100
"Lakeside, TX","Lakeside, TX",100
"Finlayson, MN","Finlayson, MN",100
"Cumberland, TN","Cumberland, TN",100
"Mooresboro, NC","Mooresboro, NC",100
"Swanville, MN","Swanville, MN",100
"Marengo, OH","Marengo, OH",100
"Harvey Cedars, NJ","Harvey Cedars, NJ",100
"Clarksville, MI","Clarksville, MI",100
"Sardis, TN","Sardis, TN",100
"Ellicottville, NY","Ellicottville, NY",100
"Stanardsville, VA","Stanardsville, VA",100
"Sparkman, AR","Sparkman, AR",100
"Dewey Beach, DE","Dewey Beach, DE",100
"Greens Fork, IN","Greens Fork, IN",100
"Montross, VA","Montross, VA",100
"Perrinton, MI","Perrinton, MI",100
"Hanoverton, OH","Hanoverton, OH",100
"Linwood, KS","Linwood, KS",100
"Dowelltown, TN","Dowelltown, TN",100
"Gilman, WI","Gilman, WI",100
"Staley, NC","Staley, NC",100
"Milford, NY","Milford, NY",100
"Amherst Junction, WI","Amherst Junction, WI",100
"Harrod, OH","Harrod, OH",100
"Willow River, MN","Willow River, MN",100
"South Vienna, OH","South Vienna, OH",100
"Arlington, IA","Arlington, IA",100
"Richland, IN","Richland, IN",100
"Loda, IL","Loda, IL",100
"Warm Springs, GA","Warm Springs, GA",100
"Houston, DE","Houston, DE",100
"Crown, OH","Crown, OH",100
"Fairview, WV","Fairview, WV",100
"Peachland, NC","Peachland, NC",100
"Edisto Beach, SC","Edisto Beach, SC",100
"Cumming, IA","Cumming, IA",100
"Concord, GA","Concord, GA",100
"Bostic, NC","Bostic, NC",100
"Franklin, NY","Franklin, NY",100
"Sadieville, KY","Sadieville, KY",100
"Fincastle, VA","Fincastle, VA",100
"Beulah, MI","Beulah, MI",100
"Wahpeton, IA","Wahpeton, IA",100
"Clear Lake, IN","Clear Lake, IN",100
"Arley, AL","Arley, AL",100
"Yatesville, GA","Yatesville, GA",100
"Ellsworth, MI","Ellsworth, MI",100
"Meadow Bridge, WV","Meadow Bridge, WV",100
"Coal Creek, CO","Coal Creek, CO",100
"Lacona, IA","Lacona, IA",100
"Vergas, MN","Vergas, MN",100
"Valley Grove, WV","Valley Grove, WV",100
"Trinidad, CA","Trinidad, CA",100
"Darwin, MN","Darwin, MN",100
"Woodburn, KY","Woodburn, KY",100
"Gaines, MI","Gaines, MI",100
"Nickelsville, VA","Nickelsville, VA",100
"Clear Spring, MD","Clear Spring, MD",100
"Sharpsburg, GA","Sharpsburg, GA",100
"Mcgregor, MN","Mcgregor, MN",100
"Underwood, MN","Underwood, MN",100
"Mentone, AL","Mentone, AL",100
"Ogilvie, MN","Ogilvie, MN",100
"Madison, PA","Madison, PA",100
"Goshen, VA","Goshen, VA",100
"Mckean, PA","Mckean, PA",100
"Watauga, TN","Watauga, TN",100
"East New Market, MD","East New Market, MD",100
"Sims, NC","Sims, NC",100
"Old Monroe, MO","Old Monroe, MO",100
"West Milford, WV","West Milford, WV",100
"De Soto, WI","De Soto, WI",100
"Vance, SC","Vance, SC",100
"Lansing, NC","Lansing, NC",100
"Cordova, SC","Cordova, SC",100
"Rye, CO","Rye, CO",100
"Rudy, AR","Rudy, AR",100
"Kittrell, NC","Kittrell, NC",100
"Ward, CO","Ward, CO",100
"Foley, MO","Foley, MO",100
"Pierson, MI","Pierson, MI",100
"Leslie, MO","Leslie, MO",100
"Palisade, MN","Palisade, MN",100
"Omaha, AR","Omaha, AR",100
"Shevlin, MN","Shevlin, MN",100
"Buckhead, GA","Buckhead, GA",100
"Meansville, GA","Meansville, GA",100
"Danbury, NC","Danbury, NC",100
"Pomaria, SC","Pomaria, SC",100
"Fairview, PA","Fairview, PA",100
"Dent, MN","Dent, MN",100
"Ogema, MN","Ogema, MN",100
"South Haven, MN","South Haven, MN",100
"Moscow, OH","Moscow, OH",100
"Bloomingdale, OH","Bloomingdale, OH",100
"Golden, MS","Golden, MS",100
"Galway, NY","Galway, NY",100
"Fountain, MI","Fountain, MI",100
"Waterloo, AL","Waterloo, AL",100
"Millersburg, MI","Millersburg, MI",100
"Hull, GA","Hull, GA",100
"Grasston, MN","Grasston, MN",100
"Salem, SC","Salem, SC",100
"Woodcock, PA","Woodcock, PA",100
"Eagle, MI","Eagle, MI",100
"Fort Ripley, MN","Fort Ripley, MN",100
"Cope, SC","Cope, SC",100
"Hartly, DE","Hartly, DE",100
"Gay, GA","Gay, GA",100
"Saulsbury, TN","Saulsbury, TN",100
"Centerville, OH","Centerville, OH",100
"Pawleys Island, SC","Pawleys Island, SC",100
"Hartsburg, MO","Hartsburg, MO",100
"Donegal, PA","Donegal, PA",100
"Laporte, MN","Laporte, MN",100
"Park, KS","Park, KS",100
"Indian Beach, NC","Indian Beach, NC",100
"Church Creek, MD","Church Creek, MD",100
"Woodland, MS","Woodland, MS",100
"Longville, MN","Longville, MN",100
"Linden, NC","Linden, NC",100
"Mead, OK","Mead, OK",100
"Wilmington, IL","Wilmington, IL",100
"Ranger, GA","Ranger, GA",100
"Downsville, LA","Downsville, LA",100
"Godwin, NC","Godwin, NC",100
"Gaylesville, AL","Gaylesville, AL",100
"Brookeville, MD","Brookeville, MD",100
"Free Soil, MI","Free Soil, MI",100
"Ekron, KY","Ekron, KY",100
"Milton, NC","Milton, NC",100
"Normandy, TN","Normandy, TN",100
"Waterloo, SC","Waterloo, SC",100
"Autryville, NC","Autryville, NC",100
"Burbank, OH","Burbank, OH",100
"Silver Creek, MS","Silver Creek, MS",100
"Genoa, WI","Genoa, WI",100
"Backus, MN","Backus, MN",100
"Venango, PA","Venango, PA",100
"Le Roy, MI","Le Roy, MI",100
"Trenton, SC","Trenton, SC",100
"Big Cabin, OK","Big Cabin, OK",100
"Jefferson, PA","Jefferson, PA",100
"Marshfield, VT","Marshfield, VT",100
"Marietta, MS","Marietta, MS",100
"Mantoloking, NJ","Mantoloking, NJ",100
"Emmett, MI","Emmett, MI",100
"Walkerville, MI","Walkerville, MI",100
"Kingsville, MO","Kingsville, MO",100
"Wardensville, WV","Wardensville, WV",100
"Richburg, SC","Richburg, SC",100
"Frohna, MO","Frohna, MO",100
"Centerview, MO","Centerview, MO",100
"Vienna, MD","Vienna, MD",100
"Island Park, ID","Island Park, ID",100
"Stantonville, TN","Stantonville, TN",100
"Grand Junction, TN","Grand Junction, TN",100
"Hammond, NY","Hammond, NY",100
"Lake Ann, MI","Lake Ann, MI",100
"Lerna, IL","Lerna, IL",100
"Toms Brook, VA","Toms Brook, VA",100
"Casstown, OH","Casstown, OH",100
"Westville, FL","Westville, FL",100
"West Harrison, IN","West Harrison, IN",100
"Harpers Ferry, WV","Harpers Ferry, WV",100
"Spring Branch, TX","Spring Branch, TX",100
"Bryant, IN","Bryant, IN",100
"Larkspur, CO","Larkspur, CO",100
"Gainesville, NY","Gainesville, NY",100
"Monterey, IN","Monterey, IN",100
"Garrison, MN","Garrison, MN",100
"Centerville, PA","Centerville, PA",100
"Halifax, NC","Halifax, NC",100
"Elizabeth, IN","Elizabeth, IN",100
"Stanwood, MI","Stanwood, MI",100
"Garden, MI","Garden, MI",100
"Bassfield, MS","Bassfield, MS",100
"Deer Park, WI","Deer Park, WI",100
"Seven Devils, NC","Seven Devils, NC",100
"Ludlow Falls, OH","Ludlow Falls, OH",100
"Harrison, ID","Harrison, ID",100
"Taylorsville, GA","Taylorsville, GA",100
"Posen, MI","Posen, MI",100
"Laurens, NY","Laurens, NY",100
"Kirbyville, MO","Kirbyville, MO",100
"New Harmony, UT","New Harmony, UT",100
"Rogers, OH","Rogers, OH",100
"Seagrove, NC","Seagrove, NC",100
"Nebo, KY","Nebo, KY",100
"Berkey, OH","Berkey, OH",100
"Boones Mill, VA","Boones Mill, VA",100
"The Plains, VA","The Plains, VA",100
"Liberty, PA","Liberty, PA",100
"Oak Ridge, MO","Oak Ridge, MO",100
"Plaucheville, LA","Plaucheville, LA",100
"Hopewell, PA","Hopewell, PA",100
"Streetman, TX","Streetman, TX",100
"Hawkeye, IA","Hawkeye, IA",100
"Ronda, NC","Ronda, NC",100
"Shubuta, MS","Shubuta, MS",100
"Millstone, NJ","Millstone, NJ",100
"Polo, MO","Polo, MO",100
"Claremont, MN","Claremont, MN",100
"Dearing, GA","Dearing, GA",100
"Reddick, FL","Reddick, FL",100
"Lena, WI","Lena, WI",100
"Kinston, AL","Kinston, AL",100
"Bell Buckle, TN","Bell Buckle, TN",100
"Paradise, TX","Paradise, TX",100
"Melba, ID","Melba, ID",100
"Alexandria, OH","Alexandria, OH",100
"Russell, IA","Russell, IA",100
"Ashley, MI","Ashley, MI",100
"Tijeras, NM","Tijeras, NM",100
"Cecil, WI","Cecil, WI",100
"Helen, GA","Helen, GA",100
"Clarksville, OH","Clarksville, OH",100
"Mettawa, IL","Mettawa, IL",100
"Coatesville, IN","Coatesville, IN",100
"Jeromesville, OH","Jeromesville, OH",100
"Whitesville, KY","Whitesville, KY",100
"Morris, NY","Morris, NY",100
"Brooks, GA","Brooks, GA",100
"Union, IL","Union, IL",100
"Star Prairie, WI","Star Prairie, WI",100
"Leesburg, IN","Leesburg, IN",100
"Mulliken, MI","Mulliken, MI",100
"Pittsburg, IL","Pittsburg, IL",100
"Wyalusing, PA","Wyalusing, PA",100
"Park, KY","Park, KY",100
"Hartman, AR","Hartman, AR",100
"Society Hill, SC","Society Hill, SC",100
"Galien, MI","Galien, MI",100
"Suring, WI","Suring, WI",100
"Runnells, IA","Runnells, IA",100
"Markleville, IN","Markleville, IN",100
"Fairfield, PA","Fairfield, PA",100
"Monroe, PA","Monroe, PA",100
"Taylor, AR","Taylor, AR",100
"Sonora, KY","Sonora, KY",100
"South Bethany, DE","South Bethany, DE",100
"Hudson, IN","Hudson, IN",100
"Milford, KS","Milford, KS",100
"Republic, OH","Republic, OH",100
"Big Sandy, TN","Big Sandy, TN",100
"Shelbyville, MO","Shelbyville, MO",100
"Foreston, MN","Foreston, MN",100
"Audubon, MN","Audubon, MN",100
"North Salem, IN","North Salem, IN",100
"Dearborn, MO","Dearborn, MO",100
"Liverpool, TX","Liverpool, TX",100
"Elizabethtown, IN","Elizabethtown, IN",100
"Deerwood, MN","Deerwood, MN",100
"Monroe, IN","Monroe, IN",100
"Hannibal, NY","Hannibal, NY",100
"La Crosse, IN","La Crosse, IN",100
"Sunbright, TN","Sunbright, TN",100
"Bolton, MS","Bolton, MS",100
"Norfork, AR","Norfork, AR",100
"Fillmore, IN","Fillmore, IN",100
"Shoreham, NY","Shoreham, NY",100
"Maybee, MI","Maybee, MI",100
"West Wildwood, NJ","West Wildwood, NJ",100
"Ironton, MN","Ironton, MN",100
"Carroll, OH","Carroll, OH",100
"Littleton, NC","Littleton, NC",100
"Hulbert, OK","Hulbert, OK",100
"Barnegat Light, NJ","Barnegat Light, NJ",100
"Kewanna, IN","Kewanna, IN",100
"Victory, NY","Victory, NY",100
"Orleans, IA","Orleans, IA",100
"Oakwood, OH","Oakwood, OH",100
"Hill, MN","Hill, MN",100
"Solon Springs, WI","Solon Springs, WI",100
"Hatley, WI","Hatley, WI",100
"Kellogg, IA","Kellogg, IA",100
"Arcadia, OH","Arcadia, OH",100
"Lucas, OH","Lucas, OH",100
"Oaktown, IN","Oaktown, IN",100
"Kevil, KY","Kevil, KY",100
"Schaghticoke, NY","Schaghticoke, NY",100
"Hopkinton, IA","Hopkinton, IA",100
"Colbert, GA","Colbert, GA",100
"Firth, NE","Firth, NE",100
"Carnesville, GA","Carnesville, GA",100
"Poplar, WI","Poplar, WI",100
"Eau Claire, MI","Eau Claire, MI",100
"Fort White, FL","Fort White, FL",100
"Blandinsville, IL","Blandinsville, IL",100
"Barnum, MN","Barnum, MN",100
"Franklin, IL","Franklin, IL",100
"Oxford, MD","Oxford, MD",100
"Winona, TX","Winona, TX",100
"Fairmount, IL","Fairmount, IL",100
"Sunfield, MI","Sunfield, MI",100
"Harmony, NC","Harmony, NC",100
"Petersburg, TN","Petersburg, TN",100
"Medaryville, IN","Medaryville, IN",100
"Cook, MN","Cook, MN",100
"Carlock, IL","Carlock, IL",100
"Andover, NJ","Andover, NJ",100
"Moscow, TN","Moscow, TN",100
"Stoutsville, OH","Stoutsville, OH",100
"Rawson, OH","Rawson, OH",100
"Metamora, MI","Metamora, MI",100
"Stem, NC","Stem, NC",100
"Newton Grove, NC","Newton Grove, NC",100
"Belt, MT","Belt, MT",100
"Oakland, PA","Oakland, PA",100
"Ravenna, KY","Ravenna, KY",100
"Kilmichael, MS","Kilmichael, MS",100
"Dansville, MI","Dansville, MI",100
"Pangburn, AR","Pangburn, AR",100
"Good Thunder, MN","Good Thunder, MN",100
"Pittman Center, TN","Pittman Center, TN",100
"Humboldt, SD","Humboldt, SD",100
"Brownsville, WI","Brownsville, WI",100
"Garfield, AR","Garfield, AR",100
"Lanesville, IN","Lanesville, IN",100
"Hot Springs, NC","Hot Springs, NC",100
"Verndale, MN","Verndale, MN",100
"Fairland, IN","Fairland, IN",100
"Galena, MD","Galena, MD",100
"Campobello, SC","Campobello, SC",100
"Michie, TN","Michie, TN",100
"Casco, WI","Casco, WI",100
"Pink Hill, NC","Pink Hill, NC",100
"Groton Long Point, CT","Groton Long Point, CT",100
"Mineral, VA","Mineral, VA",100
"Moreland, GA","Moreland, GA",100
"Woodland, MI","Woodland, MI",100
"Hayesville, NC","Hayesville, NC",100
"Akeley, MN","Akeley, MN",100
"Huntsville, OH","Huntsville, OH",100
"Coloma, WI","Coloma, WI",100
"Bigfork, MN","Bigfork, MN",100
"Townsend, TN","Townsend, TN",100
